            Australian Bureau of Statistics,Input,Commodity,Measure or Industry division (ANZSIC),Unit,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18
Use,End Use of Energy Products,Other refined fuels and products,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
Use,End Use of Energy Products,LPG,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Use,End Use of Energy Products,Biofuels,Manufacturing,PJ,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
Use,End Use of Energy Products,Wood and wood waste,Manufacturing,PJ,23,23,23,24,26,27,21,22,23,22,19,20,20,22,22,21
Use,End Use of Energy Products,Bagasse,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Electricity,Manufacturing,PJ,10,11,11,11,11,11,11,11,12,11,11,11,12,12,13,13
Use,End Use of Energy Products,Hydro energy,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Solar energy ,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wind energy,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Uranium,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Black coal,Manufacturing,PJ,4,4,5,5,5,5,6,6,6,6,7,6,7,6,6,6
Use,End Use of Energy Products,Brown coal,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coke,Manufacturing,PJ,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
Use,End Use of Energy Products,Coal by-products,Manufacturing,PJ,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
Use,End Use of Energy Products,Briquettes,Manufacturing,PJ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Natural gas,Manufacturing,PJ,106,109,100,102,96,106,103,117,115,114,124,135,134,128,123,124
Use,End Use of Energy Products,LNG,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Crude oil and feedstocks,Manufacturing,PJ,60,63,60,63,63,63,63,65,60,55,53,45,40,49,46,50
Use,End Use of Energy Products,Petrol,Manufacturing,PJ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Use,End Use of Energy Products,Diesel,Manufacturing,PJ,0,0,1,1,1,1,1,1,1,1,1,2,1,2,1,2
Use,End Use of Energy Products,Other refined fuels and products,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,LPG,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Biofuels,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wood and wood waste,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Use,End Use of Energy Products,Bagasse,Manufacturing,PJ,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
Use,End Use of Energy Products,Electricity,Manufacturing,PJ,25,23,24,24,25,25,24,25,22,22,22,21,20,19,19,18
Use,End Use of Energy Products,Hydro energy,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Solar energy ,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wind energy,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Uranium,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Black coal,Manufacturing,PJ,43,48,47,44,44,47,6,6,3,4,5,3,3,3,0,0
Use,End Use of Energy Products,Brown coal,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coke,Manufacturing,PJ,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
Use,End Use of Energy Products,Coal by-products,Manufacturing,PJ,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
Use,End Use of Energy Products,Briquettes,Manufacturing,PJ,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
Use,End Use of Energy Products,Natural gas,Manufacturing,PJ,23,23,25,24,26,27,23,19,16,18,15,14,15,15,14,15
Use,End Use of Energy Products,LNG,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Crude oil and feedstocks,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Petrol,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Use,End Use of Energy Products,Diesel,Manufacturing,PJ,2,2,2,2,2,2,2,2,2,3,1,1,4,5,4,4
Use,End Use of Energy Products,Other refined fuels and products,Manufacturing,PJ,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
Use,End Use of Energy Products,LPG,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
Use,End Use of Energy Products,Biofuels,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wood and wood waste,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Bagasse,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Electricity,Manufacturing,PJ,20,20,22,21,23,23,22,22,25,22,20,20,31,32,31,33
Use,End Use of Energy Products,Hydro energy,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Solar energy ,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wind energy,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Uranium,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Black coal,Manufacturing,PJ,52,53,59,59,61,64,61,57,48,49,61,64,64,69,70,70
Use,End Use of Energy Products,Brown coal,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coke,Manufacturing,PJ,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
Use,End Use of Energy Products,Coal by-products,Manufacturing,PJ,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
Use,End Use of Energy Products,Briquettes,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Natural gas,Manufacturing,PJ,132,137,148,150,161,158,155,146,148,162,159,164,147,144,141,138
Use,End Use of Energy Products,LNG,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Crude oil and feedstocks,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Petrol,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Diesel,Manufacturing,PJ,2,2,2,2,2,2,2,2,2,3,6,8,3,3,3,3
Use,End Use of Energy Products,Other refined fuels and products,Manufacturing,PJ,52,52,53,54,51,54,48,51,70,79,66,60,38,34,28,30
Use,End Use of Energy Products,LPG,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Biofuels,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Use,End Use of Energy Products,Wood and wood waste,Manufacturing,PJ,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3,2
Use,End Use of Energy Products,Bagasse,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Electricity,Manufacturing,PJ,207,210,215,214,225,224,231,238,227,226,214,209,201,199,189,191
Use,End Use of Energy Products,Hydro energy,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Solar energy ,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wind energy,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Uranium,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Black coal,Manufacturing,PJ,31,31,30,30,31,32,26,26,26,24,23,21,20,19,20,19
Use,End Use of Energy Products,Brown coal,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coke,Manufacturing,PJ,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
Use,End Use of Energy Products,Coal by-products,Manufacturing,PJ,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
Use,End Use of Energy Products,Briquettes,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Natural gas,Manufacturing,PJ,66,67,64,59,71,67,70,71,76,66,65,60,60,59,55,54
Use,End Use of Energy Products,LNG,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Crude oil and feedstocks,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Petrol,Manufacturing,PJ,3,3,3,3,3,3,3,3,3,3,5,5,3,4,3,3
Use,End Use of Energy Products,Diesel,Manufacturing,PJ,8,8,9,9,9,10,10,10,11,11,12,11,13,11,16,15
Use,End Use of Energy Products,Other refined fuels and products,Manufacturing,PJ,4,3,3,3,3,5,5,5,5,5,1,2,2,2,2,2
Use,End Use of Energy Products,LPG,Manufacturing,PJ,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1
Use,End Use of Energy Products,Biofuels,Manufacturing,PJ,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Use,End Use of Energy Products,Wood and wood waste,Manufacturing,PJ,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3
Use,End Use of Energy Products,Bagasse,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Electricity,Manufacturing,PJ,15,15,15,15,16,16,16,16,16,16,16,16,14,15,15,16
Use,End Use of Energy Products,Hydro energy,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Solar energy ,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wind energy,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Uranium,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Black coal,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Brown coal,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coke,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coal by-products,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Briquettes,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Natural gas,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,LNG,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Crude oil and feedstocks,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1
Use,End Use of Energy Products,Petrol,"Electricity, gas, water and waste services",PJ,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Use,End Use of Energy Products,Diesel,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Other refined fuels and products,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,LPG,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Biofuels,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wood and wood waste,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Bagasse,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Electricity,"Electricity, gas, water and waste services",PJ,103,114,109,110,112,109,115,114,109,107,99,96,98,101,101,99
Use,End Use of Energy Products,Hydro energy,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Solar energy ,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wind energy,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Uranium,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Black coal,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Brown coal,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coke,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coal by-products,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Briquettes,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Natural gas,"Electricity, gas, water and waste services",PJ,16,18,13,13,10,10,10,10,11,11,12,11,10,10,5,6
Use,End Use of Energy Products,LNG,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Crude oil and feedstocks,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Petrol,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Diesel,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Other refined fuels and products,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,LPG,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Biofuels,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wood and wood waste,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Bagasse,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Electricity,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Hydro energy,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Solar energy ,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wind energy,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Uranium,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Black coal,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Brown coal,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coke,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coal by-products,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Briquettes,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Natural gas,"Electricity, gas, water and waste services",PJ,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1
Use,End Use of Energy Products,LNG,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Crude oil and feedstocks,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Petrol,"Electricity, gas, water and waste services",PJ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Use,End Use of Energy Products,Diesel,"Electricity, gas, water and waste services",PJ,9,9,9,10,10,10,11,12,12,13,13,12,13,16,14,17
Use,End Use of Energy Products,Other refined fuels and products,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,1,1,1,3,2,2,2,2,2,3
Use,End Use of Energy Products,LPG,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Biofuels,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wood and wood waste,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Bagasse,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Electricity,"Electricity, gas, water and waste services",PJ,6,7,7,7,7,7,7,7,7,7,8,9,13,13,13,14
Use,End Use of Energy Products,Hydro energy,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Solar energy ,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wind energy,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Uranium,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Black coal,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Brown coal,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coke,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coal by-products,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Briquettes,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Natural gas,Construction,PJ,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0
Use,End Use of Energy Products,LNG,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Crude oil and feedstocks,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Petrol,Construction,PJ,17,18,18,17,18,18,17,18,18,17,22,21,14,20,19,18
Use,End Use of Energy Products,Diesel,Construction,PJ,53,55,58,58,59,62,63,64,68,72,78,83,96,98,104,109
Use,End Use of Energy Products,Other refined fuels and products,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,LPG,Construction,PJ,3,3,2,3,3,3,3,2,3,3,3,2,2,2,2,2
Use,End Use of Energy Products,Biofuels,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wood and wood waste,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Bagasse,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Electricity,Construction,PJ,4,4,4,4,5,5,5,5,5,5,5,6,6,6,7,7
Use,End Use of Energy Products,Hydro energy,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Solar energy ,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wind energy,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Uranium,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Black coal,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Brown coal,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coke,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coal by-products,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Briquettes,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Natural gas,Wholesale trade,PJ,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5
Use,End Use of Energy Products,LNG,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Crude oil and feedstocks,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Petrol,Wholesale trade,PJ,6,6,6,6,6,6,6,6,6,6,6,5,4,4,4,4
Use,End Use of Energy Products,Diesel,Wholesale trade,PJ,4,4,5,5,5,5,5,5,6,6,7,7,8,8,9,9
Use,End Use of Energy Products,Other refined fuels and products,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,LPG,Wholesale trade,PJ,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1
Use,End Use of Energy Products,Biofuels,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wood and wood waste,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Bagasse,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Electricity,Wholesale trade,PJ,8,8,8,8,8,8,8,8,8,8,9,9,9,10,10,10
Use,End Use of Energy Products,Hydro energy,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Solar energy ,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wind energy,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Uranium,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Black coal,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Brown coal,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coke,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coal by-products,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Briquettes,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Natural gas,Retail trade,PJ,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1
Use,End Use of Energy Products,LNG,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Crude oil and feedstocks,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Petrol,Retail trade,PJ,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4
Use,End Use of Energy Products,Diesel,Retail trade,PJ,3,3,3,3,3,4,4,4,4,4,5,5,4,4,4,4
Use,End Use of Energy Products,Other refined fuels and products,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,LPG,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Biofuels,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wood and wood waste,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Bagasse,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Electricity,Retail trade,PJ,25,26,25,25,27,27,27,27,28,27,29,30,30,31,32,31
Use,End Use of Energy Products,Hydro energy,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Solar energy ,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Wind energy,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Uranium,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Black coal,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Brown coal,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coke,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Coal by-products,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Briquettes,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,End Use of Energy Products,Natural gas,Accommodation and food services,PJ,10,10,10,10,10,10,10,10,10,10,11,11,18,18,20,21
